1.743383199079402979e-01,4.186492709132866863e-01
1.749136939010358105e-01,4.270913277053053902e-01
1.760644418872268357e-01,4.270913277053053902e-01
1.800920598388954241e-01,4.044512663085279569e-01
2.784810126582267231e-01,4.186492709132866863e-01
2.807825086306086626e-01,4.247889485802093801e-01
2.899884925201364205e-01,4.244052187260267117e-01
2.940161104718048146e-01,4.251726784343920484e-01
3.273878020713429371e-01,4.082885648503546405e-01
3.273878020713429371e-01,4.086722947045373089e-01
3.319907940161068161e-01,4.082885648503546405e-01
4.355581127732940927e-01,4.666155026861202315e-01
4.355581127732940927e-01,4.685341519570335733e-01
4.390103567318670019e-01,4.700690713737642468e-01
4.395857307249624868e-01,4.696853415195815784e-01
4.395857307249624868e-01,4.735226400614082620e-01
4.401611047180579717e-01,4.708365310821295835e-01
4.413118527042489414e-01,4.739063699155909304e-01
4.418872266973444263e-01,4.704528012279469151e-01
4.418872266973444263e-01,4.735226400614082620e-01
4.430379746835353960e-01,4.739063699155909304e-01
4.447640966628218506e-01,4.639293937068415530e-01
4.487917146144902447e-01,4.696853415195815784e-01
4.447640966628218506e-01,4.474290099769868134e-01
4.453394706559173355e-01,4.474290099769868134e-01
4.476409666282992750e-01,4.443591711435254665e-01
4.487917146144902447e-01,4.458940905602561400e-01
4.487917146144902447e-01,4.462778204144388083e-01
4.528193325661586388e-01,4.435917114351601298e-01
4.533947065592541237e-01,4.401381427475161146e-01
4.591484464902089724e-01,4.397544128933334462e-01
4.597238204833044573e-01,4.378357636224201044e-01
4.597238204833044573e-01,4.382194934766027727e-01
4.718066743383096395e-01,4.658480429777548948e-01
4.718066743383096395e-01,4.689178818112162417e-01
4.718066743383096395e-01,4.693016116653989100e-01
4.723820483314051244e-01,4.623944742901108795e-01
4.723820483314051244e-01,4.654643131235722264e-01
4.723820483314051244e-01,4.704528012279469151e-01
4.729574223245006093e-01,4.654643131235722264e-01
4.729574223245006093e-01,4.658480429777548948e-01
4.729574223245006093e-01,4.662317728319375632e-01
4.735327963175960941e-01,4.673829623944855682e-01
4.741081703106915790e-01,4.639293937068415530e-01
4.741081703106915790e-01,4.650805832693895581e-01
4.741081703106915790e-01,4.654643131235722264e-01
4.741081703106915790e-01,4.666155026861202315e-01
4.746835443037870639e-01,4.639293937068415530e-01
4.746835443037870639e-01,4.643131235610242213e-01
4.746835443037870639e-01,4.712202609363122519e-01
4.752589182968825487e-01,4.654643131235722264e-01
4.752589182968825487e-01,4.658480429777548948e-01
4.752589182968825487e-01,4.723714504988602569e-01
4.758342922899780336e-01,4.627782041442935479e-01
4.758342922899780336e-01,4.673829623944855682e-01
4.758342922899780336e-01,4.681504221028509050e-01
4.764096662830735185e-01,4.666155026861202315e-01
4.764096662830735185e-01,4.685341519570335733e-01
4.764096662830735185e-01,4.708365310821295835e-01
4.769850402761690034e-01,4.616270145817455428e-01
4.769850402761690034e-01,4.623944742901108795e-01
4.769850402761690034e-01,4.627782041442935479e-01
4.769850402761690034e-01,4.631619339984762163e-01
4.769850402761690034e-01,4.708365310821295835e-01
4.769850402761690034e-01,4.712202609363122519e-01
4.775604142692644882e-01,4.623944742901108795e-01
4.775604142692644882e-01,4.627782041442935479e-01
4.775604142692644882e-01,4.631619339984762163e-01
4.775604142692644882e-01,4.658480429777548948e-01
4.775604142692644882e-01,4.673829623944855682e-01
4.775604142692644882e-01,4.735226400614082620e-01
4.781357882623599731e-01,4.639293937068415530e-01
4.781357882623599731e-01,4.662317728319375632e-01
4.781357882623599731e-01,4.673829623944855682e-01
4.781357882623599731e-01,4.716039907904949202e-01
4.781357882623599731e-01,4.719877206446775886e-01
4.792865362485509428e-01,4.685341519570335733e-01
4.804372842347419126e-01,4.719877206446775886e-01
4.804372842347419126e-01,4.727551803530429253e-01
4.810126582278373975e-01,4.719877206446775886e-01
4.821634062140283672e-01,4.666155026861202315e-01
4.821634062140283672e-01,4.681504221028509050e-01
4.821634062140283672e-01,4.693016116653989100e-01
4.821634062140283672e-01,4.696853415195815784e-01
4.827387802071238521e-01,4.643131235610242213e-01
4.827387802071238521e-01,4.650805832693895581e-01
4.833141542002193369e-01,4.658480429777548948e-01
4.833141542002193369e-01,4.677666922486682366e-01
4.833141542002193369e-01,4.693016116653989100e-01
4.838895281933148218e-01,4.658480429777548948e-01
4.838895281933148218e-01,4.689178818112162417e-01
4.838895281933148218e-01,4.693016116653989100e-01
4.844649021864103067e-01,4.650805832693895581e-01
4.844649021864103067e-01,4.666155026861202315e-01
4.844649021864103067e-01,4.669992325403028999e-01
4.844649021864103067e-01,4.712202609363122519e-01
4.844649021864103067e-01,4.731389102072255937e-01
4.850402761795057915e-01,4.646968534152068897e-01
4.850402761795057915e-01,4.669992325403028999e-01
4.850402761795057915e-01,4.689178818112162417e-01
4.850402761795057915e-01,4.700690713737642468e-01
4.850402761795057915e-01,4.708365310821295835e-01
4.856156501726012764e-01,4.646968534152068897e-01
4.856156501726012764e-01,4.650805832693895581e-01
4.856156501726012764e-01,4.662317728319375632e-01
4.856156501726012764e-01,4.677666922486682366e-01
4.861910241656967613e-01,4.631619339984762163e-01
4.861910241656967613e-01,4.639293937068415530e-01
4.861910241656967613e-01,4.643131235610242213e-01
4.861910241656967613e-01,4.685341519570335733e-01
4.861910241656967613e-01,4.704528012279469151e-01
4.867663981587922462e-01,4.623944742901108795e-01
4.867663981587922462e-01,4.627782041442935479e-01
4.867663981587922462e-01,4.635456638526588846e-01
4.867663981587922462e-01,4.639293937068415530e-01
4.867663981587922462e-01,4.650805832693895581e-01
4.867663981587922462e-01,4.654643131235722264e-01
4.867663981587922462e-01,4.658480429777548948e-01
4.867663981587922462e-01,4.662317728319375632e-01
4.867663981587922462e-01,4.666155026861202315e-01
4.867663981587922462e-01,4.669992325403028999e-01
4.873417721518877310e-01,4.669992325403028999e-01
4.873417721518877310e-01,4.685341519570335733e-01
4.879171461449832159e-01,4.666155026861202315e-01
4.884925201380787008e-01,4.631619339984762163e-01
4.884925201380787008e-01,4.635456638526588846e-01
4.884925201380787008e-01,4.639293937068415530e-01
4.896432681242696705e-01,4.623944742901108795e-01
4.896432681242696705e-01,4.627782041442935479e-01
6.714614499424429450e-01,4.432079815809774614e-01
6.714614499424429450e-01,4.474290099769868134e-01
6.720368239355384299e-01,4.405218726016987829e-01
6.726121979286339148e-01,4.409056024558814513e-01
6.726121979286339148e-01,4.466615502686214767e-01
6.726121979286339148e-01,4.470452801228041451e-01
6.737629459148248845e-01,4.447429009977081349e-01
6.737629459148248845e-01,4.474290099769868134e-01
